timestamp,cpu_some10,cpu_some60,mem_some10,mem_some60,mem_full10,mem_full60,io_some10,io_some60,io_full10,io_full60
1773664446.253,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664447.280,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664448.301,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664449.322,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664450.342,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664451.361,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664452.387,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664453.407,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664454.427,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664455.445,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664456.466,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664457.493,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664458.514,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664459.534,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664460.556,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664461.575,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664462.601,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664463.622,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664464.642,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664465.663,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664466.683,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664467.711,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664468.730,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664469.753,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773664470.774,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
