timestamp,rel_offset_s,category,message
1773665170.271,914.0,DSF,"+51+003.dsf (18ms)"
1773665170.305,914.0,DSF,"+51+003.dsf (26ms)"
1773665173.322,917.1,DSF,"+51+003.dsf (2991ms)"
1773665191.254,935.0,WEATHER,"KAID had a METAR from the future (161215Z)"
1773665251.055,994.8,WEATHER,"KAID had a METAR from the future (161215Z)"
1773665310.920,1054.7,WEATHER,"KAID had a METAR from the future (161215Z)"
1773665370.736,1114.5,WEATHER,"KAID had a METAR from the future (161215Z)"
1773665384.037,1127.8,DSF,"+53+000.dsf (15ms)"
1773665384.070,1127.8,DSF,"+53+000.dsf (18ms)"
1773665384.070,1127.8,DSF,"+53+000.dsf (6ms)"
1773665384.070,1127.8,DSF,"+53+000.dsf (1ms)"
1773665384.370,1128.1,DSF,"+53+000.dsf (291ms)"
1773665384.436,1128.2,DSF,"+53+000.dsf (55ms)"
1773665384.502,1128.2,DSF,"+53+000.dsf (98ms)"
1773665384.536,1128.3,DSF,"+53+000.dsf (4ms)"
1773665384.536,1128.3,DSF,"+53+000.dsf (2ms)"
1773665385.138,1128.9,DSF,"+53+000.dsf (591ms)"
1773665389.436,1133.2,DSF,"+53+002.dsf (0ms)"
1773665389.436,1133.2,DSF,"+53+002.dsf (3ms)"
1773665389.436,1133.2,DSF,"+53+002.dsf (0ms)"
1773665391.936,1135.7,DSF,"+53+001.dsf (1ms)"
1773665391.936,1135.7,DSF,"+53+001.dsf (3ms)"
1773665392.070,1135.8,DSF,"+53+003.dsf (0ms)"
1773665392.070,1135.8,DSF,"+53+003.dsf (2ms)"
1773665392.070,1135.8,DSF,"+53+003.dsf (4ms)"
1773665408.736,1152.5,WEATHER,"Will fetch 'https://weatherservice.x-plane.com/api/v1/manifest/debug/2026-03-16T12:50:11Z' for epoch '1773665411"
1773665409.436,1153.2,WEATHER,"Parsing weather manifest ID '80580'"
1773665430.603,1174.3,WEATHER,"KAID had a METAR from the future (161235Z)"
1773665490.436,1234.2,WEATHER,"KAID had a METAR from the future (161235Z)"
1773665494.885,1238.6,DSF,"+51+004.dsf (1ms)"
1773665494.918,1238.7,DSF,"+51+004.dsf (41ms)"
1773665494.985,1238.7,DSF,"+51+004.dsf (63ms)"
1773665495.019,1238.8,DSF,"+51+004.dsf (32ms)"
1773665495.019,1238.8,DSF,"+51+004.dsf (1ms)"
1773665495.185,1238.9,DSF,"+51+004.dsf (146ms)"
1773665496.251,1240.0,DSF,"+51+004.dsf (1074ms)"
1773665496.286,1240.0,DSF,"+51+004.dsf (56ms)"
1773665496.319,1240.1,DSF,"+53+004.dsf (8ms)"
1773665496.319,1240.1,DSF,"+53+004.dsf (12ms)"
1773665496.352,1240.1,DSF,"+53+004.dsf (6ms)"
1773665496.352,1240.1,DSF,"+53+004.dsf (1ms)"
1773665496.352,1240.1,DSF,"+53+004.dsf (0ms)"
1773665496.352,1240.1,DSF,"+53+004.dsf (15ms)"
1773665496.452,1240.2,DSF,"+53+004.dsf (100ms)"
1773665496.485,1240.2,DSF,"+53+004.dsf (6ms)"
1773665496.818,1240.6,DSF,"+53+004.dsf (356ms)"
1773665496.985,1240.7,DSF,"+51+004.dsf (671ms)"
1773665498.235,1242.0,DSF,"+53+004.dsf (1320ms)"
1773665548.251,1292.0,DSF,"+51+004.dsf (51199ms)"
1773665553.042,1296.8,DSF,"+52+004.dsf (24ms)"
1773665553.042,1296.8,DSF,"+52+004.dsf (6ms)"
1773665553.042,1296.8,DSF,"+52+004.dsf (1ms)"
1773665553.271,1297.0,DSF,"+52+004.dsf (84ms)"
1773665553.300,1297.0,DSF,"+52+004.dsf (42ms)"
1773665553.435,1297.2,DSF,"+52+004.dsf (132ms)"
1773665553.435,1297.2,DSF,"+52+004.dsf (1ms)"
1773665553.435,1297.2,DSF,"+52+004.dsf (0ms)"
1773665553.536,1297.3,DSF,"+52+004.dsf (98ms)"
1773665554.535,1298.3,WEATHER,"KAID had a METAR from the future (161235Z)"
1773665555.435,1299.2,DSF,"+52+004.dsf (1894ms)"
1773665555.468,1299.2,DSF,"+52+004.dsf (47ms)"
1773665556.218,1300.0,DSF,"+52+004.dsf (743ms)"
1773665560.418,1304.2,DSF,"+52+004.dsf (4172ms)"
