timestamp,ctxt_s,pgfault_s,pgmajfault_s,pgscan_kswapd_s,pgscan_direct_s,pgsteal_kswapd_s,pgsteal_direct_s,allocstall_s,compact_stall_s,tlb_shootdown_s,nr_dirty,nr_writeback,pswpin_s,pswpout_s,wset_refault_anon_s,wset_refault_file_s,thp_fault_fallback_s
1773664321.616,72498,3951,0,0,0,0,0,0.0,0.0,0,489,56,0,0,0,0,0
1773664322.638,74207,8483,0,0,0,0,0,0.0,0.0,0,330,0,0,0,0,0,0
1773664323.658,77042,17034,1,0,0,0,0,0.0,0.0,0,380,0,1,0,1,0,0
1773664324.684,81366,14573,0,0,0,0,0,0.0,0.0,0,382,0,0,0,0,0,0
1773664325.704,79450,9890,0,0,0,0,0,0.0,0.0,0,409,0,0,0,0,0,0
1773664326.725,85706,18325,0,0,0,0,0,0.0,0.0,0,413,0,0,0,0,0,0
1773664327.743,76995,14377,0,0,0,0,0,0.0,0.0,0,420,0,0,0,0,0,0
1773664328.764,73165,8813,0,0,0,0,0,0.0,0.0,0,422,0,0,0,0,0,0
1773664329.792,77218,8566,4,0,0,0,0,0.0,0.0,0,425,0,4,0,4,0,0
1773664330.811,78176,11041,0,0,0,0,0,0.0,0.0,0,424,0,0,0,0,0,0
1773664331.831,71784,3993,0,0,0,0,0,0.0,0.0,0,429,0,0,0,0,0,0
1773664332.851,71984,8290,0,0,0,0,0,0.0,0.0,0,432,0,0,0,0,0,0
1773664333.871,75075,4210,1,0,0,0,0,0.0,0.0,0,438,0,0,0,0,673,0
1773664334.899,77995,6055,0,0,0,0,0,0.0,0.0,0,435,0,0,0,0,0,0
1773664335.921,75592,8306,0,0,0,0,0,0.0,0.0,0,380,0,0,0,0,0,0
1773664336.942,89314,5498,5,0,0,0,0,0.0,0.0,0,382,0,5,0,5,0,0
1773664337.962,72544,4123,0,0,0,0,0,0.0,0.0,0,513,0,0,0,0,0,0
1773664338.982,74768,8280,2,0,0,0,0,0.0,0.0,0,530,8,0,0,0,1528,0
1773664340.007,75603,3962,0,0,0,0,0,0.0,0.0,0,533,0,0,0,0,0,0
1773664341.026,70899,3923,0,0,0,0,0,0.0,0.0,0,535,0,0,0,0,0,0
1773664342.045,71631,8340,0,0,0,0,0,0.0,0.0,0,536,0,0,0,0,0,0
1773664343.064,71964,4084,0,0,0,0,0,0.0,0.0,0,543,0,0,0,0,0,0
1773664344.084,71180,4090,0,0,0,0,0,0.0,0.0,0,551,4,0,0,0,0,0
1773664345.111,72841,8944,0,0,0,0,0,0.0,0.0,0,572,0,0,0,0,0,0
1773664346.132,71006,4567,1,0,0,0,0,0.0,0.0,0,580,0,1,0,1,0,0
1773664347.154,69853,3980,0,0,0,0,0,0.0,0.0,0,581,0,0,0,0,0,0
1773664348.173,70688,8456,0,0,0,0,0,0.0,0.0,0,593,0,0,0,0,0,0
1773664349.196,73000,5299,0,0,0,0,0,0.0,0.0,0,596,0,0,0,0,0,0
1773664350.222,70269,3943,0,0,0,0,0,0.0,0.0,0,605,0,0,0,0,0,0
1773664351.243,69682,8357,2,0,0,0,0,0.0,0.0,0,593,0,0,0,0,0,0
1773664352.262,70799,3983,0,0,0,0,0,0.0,0.0,0,567,0,0,0,0,0,0
1773664353.282,70567,8363,0,0,0,0,0,0.0,0.0,0,132,112,0,0,0,0,0
1773664354.301,69953,3935,0,0,0,0,0,0.0,0.0,0,168,0,0,0,0,0,0
1773664355.328,71911,4084,1,0,0,0,0,0.0,0.0,0,146,0,0,0,0,663,0
1773664356.350,72785,8315,0,0,0,0,0,0.0,0.0,0,151,0,0,0,0,0,0
1773664357.369,72954,4355,0,0,0,0,0,0.0,0.0,0,177,0,0,0,0,0,0
1773664358.391,73904,4254,0,0,0,0,0,0.0,0.0,0,194,0,0,0,0,0,0
1773664359.412,73133,8444,1,0,0,0,0,0.0,0.0,0,203,0,0,0,0,543,0
1773664360.438,72205,3958,0,0,0,0,0,0.0,0.0,0,212,0,0,0,0,86,0
1773664361.456,69607,4022,0,0,0,0,0,0.0,0.0,0,215,4,0,0,0,0,0
1773664362.475,71680,8390,3,0,0,0,0,0.0,0.0,0,218,0,1,0,1,1256,0
1773664363.494,70445,4101,0,0,0,0,0,0.0,0.0,0,222,0,0,0,0,7,0
1773664364.514,72429,5689,1,0,0,0,0,0.0,0.0,0,226,0,0,0,0,523,0
1773664365.541,73625,8272,0,0,0,0,0,0.0,0.0,0,270,0,0,0,0,0,0
1773664366.561,74292,3933,0,0,0,0,0,0.0,0.0,0,272,0,0,0,0,0,0
1773664367.580,70221,4048,0,0,0,0,0,0.0,0.0,0,273,0,0,0,0,0,0
1773664368.600,72197,9092,2,0,0,0,0,0.0,0.0,0,376,58,0,0,0,24,0
1773664369.620,69967,3949,2,0,0,0,0,0.0,0.0,0,344,4,0,0,0,1273,0
1773664370.647,70772,3999,0,0,0,0,0,0.0,0.0,0,348,0,0,0,0,0,0
1773664371.667,69953,8381,2,0,0,0,0,0.0,0.0,0,350,0,0,0,0,1312,0
1773664372.687,78266,3985,1,0,0,0,0,0.0,0.0,0,353,0,1,0,1,0,0
1773664373.706,74917,3954,0,0,0,0,0,0.0,0.0,0,355,0,0,0,0,0,0
1773664374.725,77458,8239,0,0,0,0,0,0.0,0.0,0,376,0,0,0,0,0,0
1773664375.751,75817,3969,0,0,0,0,0,0.0,0.0,0,388,0,0,0,0,0,0
1773664376.772,71833,3931,0,0,0,0,0,0.0,0.0,0,391,0,0,0,0,0,0
1773664377.792,69807,8424,0,0,0,0,0,0.0,0.0,0,366,0,0,0,0,0,0
1773664378.811,77552,8479,4,0,0,0,0,0.0,0.0,0,372,0,4,0,3,0,0
1773664379.832,76045,5406,0,0,0,0,0,0.0,0.0,0,403,0,0,0,1,0,0
1773664380.859,86234,23721,0,0,0,0,0,0.0,0.0,0,407,0,0,0,0,0,0
1773664381.880,78286,30910,3,0,0,0,0,0.0,0.0,0,410,31,0,0,0,1980,0
1773664382.901,78189,9034,0,0,0,0,0,0.0,0.0,0,433,0,0,0,0,0,0
1773664383.921,82199,9344,4,0,0,0,0,0.0,0.0,0,441,4,0,0,0,2507,0
1773664384.942,89849,25800,1,0,0,0,0,0.0,0.0,0,445,0,0,0,0,0,0
1773664385.968,94483,19196,0,0,0,0,0,0.0,0.0,0,375,0,0,0,0,0,0
1773664386.989,89702,23864,1,0,0,0,0,0.0,0.0,0,376,0,0,0,0,7,0
1773664388.008,78226,4103,0,0,0,0,0,0.0,0.0,0,383,0,0,0,0,0,0
1773664389.032,79892,4534,1,0,0,0,0,0.0,0.0,0,227,104,0,0,0,667,0
1773664390.052,86713,29623,5,0,0,0,0,0.0,0.0,0,296,0,1,0,1,35,0
1773664391.079,78305,4550,1,0,0,0,0,0.0,0.0,0,299,0,0,0,0,552,0
1773664392.101,91762,26655,5,0,0,0,0,0.0,0.0,0,330,0,5,0,5,102,0
1773664393.123,79349,8784,0,0,0,0,0,0.0,0.0,0,380,0,0,0,0,1,0
1773664394.144,88556,10850,0,0,0,0,0,0.0,0.0,0,398,0,0,0,0,3,0
1773664395.162,90971,16816,0,0,0,0,0,0.0,0.0,0,401,0,0,0,0,0,0
1773664396.188,90167,28337,7,0,0,0,0,0.0,0.0,0,392,0,0,0,0,13,0
1773664397.209,88724,10382,0,0,0,0,0,0.0,0.0,0,437,0,0,0,0,0,0
1773664398.229,84705,9429,0,0,0,0,0,0.0,0.0,0,491,0,0,0,0,0,0
1773664399.251,92737,17010,0,0,0,0,0,0.0,0.0,0,497,0,0,0,0,649,0
1773664400.269,112415,34210,0,0,0,0,0,0.0,0.0,0,502,0,0,0,0,2442,0
1773664401.296,89368,8540,0,0,0,0,0,0.0,0.0,0,392,0,0,0,0,0,0
1773664402.314,89505,8522,0,0,0,0,0,0.0,0.0,0,408,0,0,0,0,0,0
1773664403.335,89902,10132,0,0,0,0,0,0.0,0.0,0,407,0,0,0,0,0,0
1773664404.354,91043,18715,8,0,0,0,0,0.0,0.0,0,408,0,8,0,8,0,0
1773664405.375,79466,7747,0,0,0,0,0,0.0,0.0,0,414,0,0,0,0,0,0
1773664406.404,78399,4628,0,0,0,0,0,0.0,0.0,0,447,0,0,0,0,0,0
1773664407.425,84510,15477,1,0,0,0,0,0.0,0.0,0,422,48,1,0,0,4,0
1773664408.447,82942,6388,0,0,0,0,0,0.0,0.0,0,430,0,0,0,1,0,0
1773664409.467,80840,5415,0,0,0,0,0,0.0,0.0,0,433,0,0,0,0,0,0
1773664410.488,93254,10395,0,0,0,0,0,0.0,0.0,0,443,1,0,0,0,0,0
1773664411.516,88012,15489,1,0,0,0,0,0.0,0.0,0,455,0,0,0,0,0,0
1773664412.537,80996,4001,0,0,0,0,0,0.0,0.0,0,419,10,0,0,0,0,0
1773664413.559,73447,8252,0,0,0,0,0,0.0,0.0,0,438,0,0,0,0,0,0
1773664414.579,82026,4004,0,0,0,0,0,0.0,0.0,0,445,8,0,0,0,0,0
1773664415.599,85021,4159,0,0,0,0,0,0.0,0.0,0,456,0,0,0,0,0,0
1773664416.627,80421,8265,0,0,0,0,0,0.0,0.0,0,457,0,0,0,0,0,0
1773664417.649,73229,4000,1,0,0,0,0,0.0,0.0,0,459,0,1,0,1,0,0
1773664418.668,76274,3991,0,0,0,0,0,0.0,0.0,0,468,0,0,0,0,0,0
1773664419.690,70826,8270,0,0,0,0,0,0.0,0.0,0,492,0,0,0,0,0,0
1773664420.711,71635,4908,1,0,0,0,0,0.0,0.0,0,288,0,0,0,0,1,0
1773664421.738,75319,4004,0,0,0,0,0,0.0,0.0,0,130,0,0,0,0,0,0
1773664422.757,70730,8454,1,0,0,0,0,0.0,0.0,0,150,0,1,0,1,0,0
1773664423.778,71291,4014,0,0,0,0,0,0.0,0.0,0,221,0,0,0,0,0,0
1773664424.799,73716,5736,0,0,0,0,0,0.0,0.0,0,240,0,0,0,0,0,0
1773664425.821,72994,8337,0,0,0,0,0,0.0,0.0,0,243,0,0,0,0,0,0
1773664426.846,72389,3945,0,0,0,0,0,0.0,0.0,0,178,0,0,0,0,0,0
1773664427.868,72058,4333,0,0,0,0,0,0.0,0.0,0,205,0,0,0,0,0,0
1773664428.889,71211,8349,0,0,0,0,0,0.0,0.0,0,209,0,0,0,0,0,0
1773664429.910,72048,3951,4,0,0,0,0,0.0,0.0,0,133,0,4,0,4,8,0
1773664430.931,71887,3997,0,0,0,0,0,0.0,0.0,0,136,0,0,0,0,0,0
1773664431.957,73266,8322,0,0,0,0,0,0.0,0.0,0,141,0,0,0,0,0,0
1773664432.975,71538,4155,0,0,0,0,0,0.0,0.0,0,144,0,0,0,0,0,0
1773664433.997,73722,3960,0,0,0,0,0,0.0,0.0,0,226,4,0,0,0,0,0
1773664435.017,78736,8566,0,0,0,0,0,0.0,0.0,0,232,0,0,0,0,2,0
1773664436.036,75178,3989,0,0,0,0,0,0.0,0.0,0,234,0,0,0,0,0,0
1773664437.063,79117,4120,0,0,0,0,0,0.0,0.0,0,237,0,0,0,0,0,0
1773664438.083,69518,8350,0,0,0,0,0,0.0,0.0,0,241,0,0,0,0,0,0
1773664439.103,70575,3967,0,0,0,0,0,0.0,0.0,0,209,20,0,0,0,0,0
1773664440.122,71135,4017,0,0,0,0,0,0.0,0.0,0,205,0,0,0,0,0,0
1773664441.144,70145,8389,0,0,0,0,0,0.0,0.0,0,229,0,0,0,0,0,0
1773664442.172,70257,4006,2,0,0,0,0,0.0,0.0,0,253,0,2,0,1,0,0
1773664443.192,71474,46334,0,0,0,0,0,0.0,0.0,0,239,37,0,0,1,0,0
1773664444.212,72821,57292,0,0,0,0,0,0.0,0.0,0,276,4,0,0,0,0,0
1773664445.233,73270,47592,0,0,0,0,0,0.0,0.0,0,279,0,0,0,0,0,0
1773664446.253,71651,54196,1,0,0,0,0,0.0,0.0,0,288,0,0,0,0,0,0
