timestamp,pid,name,cpu_pct,rss_mb,io_read_mbs,io_write_mbs,threads
1773664270.540,10285,cefclient[X-Plane],0.0,176,0.00,0.00,8
1773664270.540,10812,cefclient[X-Plane],0.0,118,0.00,0.00,8
1773664270.540,13427,simon_lin64[X-Plane],0.0,3,0.00,0.00,2
1773664270.540,13462,qemu-system-x86,14.7,4130,0.00,0.00,11
1773664270.540,22041,python3[X-Plane],0.0,14,0.00,0.00,1
1773664271.564,8700,xearthlayer,0.0,8051,0.00,0.00,38
1773664271.564,10109,gamescope-wl[X-Plane],1.0,188,0.00,0.00,14
1773664271.564,10155,gamescopereaper[X-Plane],0.0,3,0.00,0.00,1
1773664271.564,10157,Main Thread[X-Plane],253.1,17433,0.00,0.01,104
1773664271.564,10162,handler[X-Plane],0.0,11,0.00,0.00,3
1773664271.564,10265,cefclient[X-Plane],0.0,104,0.00,0.00,1
1773664271.564,10266,cefclient[X-Plane],0.0,103,0.00,0.00,1
1773664271.564,10285,cefclient[X-Plane],0.0,176,0.00,0.00,8
1773664271.564,10812,cefclient[X-Plane],0.0,118,0.00,0.00,8
1773664271.564,13427,simon_lin64[X-Plane],0.0,3,0.00,0.00,2
1773664271.564,13462,qemu-system-x86,14.7,4130,0.00,0.00,11
1773664271.564,22041,python3[X-Plane],0.0,14,0.00,0.00,1
1773664272.585,8700,xearthlayer,1.0,8051,0.00,0.00,38
1773664272.585,10109,gamescope-wl[X-Plane],1.0,188,0.00,0.00,14
1773664272.585,10155,gamescopereaper[X-Plane],0.0,3,0.00,0.00,1
1773664272.585,10157,Main Thread[X-Plane],234.0,17434,0.00,0.00,104
1773664272.585,10162,handler[X-Plane],0.0,11,0.00,0.00,3
1773664272.585,10265,cefclient[X-Plane],0.0,104,0.00,0.00,1
1773664272.585,10266,cefclient[X-Plane],0.0,103,0.00,0.00,1
1773664272.585,10285,cefclient[X-Plane],0.0,176,0.00,0.00,8
1773664272.585,10812,cefclient[X-Plane],0.0,118,0.00,0.00,8
1773664272.585,13427,simon_lin64[X-Plane],0.0,3,0.00,0.00,2
1773664272.585,13462,qemu-system-x86,14.7,4130,0.00,0.00,10
1773664272.585,22041,python3[X-Plane],0.0,14,0.00,0.00,1
1773664273.610,8700,xearthlayer,0.0,8051,0.00,0.00,38
1773664273.610,10109,gamescope-wl[X-Plane],1.0,188,0.00,0.00,14
1773664273.610,10155,gamescopereaper[X-Plane],0.0,3,0.00,0.00,1
1773664273.610,10157,Main Thread[X-Plane],212.6,17434,0.00,0.00,104
1773664273.610,10162,handler[X-Plane],0.0,11,0.00,0.00,3
1773664273.610,10265,cefclient[X-Plane],0.0,104,0.00,0.00,1
1773664273.610,10266,cefclient[X-Plane],0.0,103,0.00,0.00,1
1773664273.610,10285,cefclient[X-Plane],0.0,176,0.00,0.00,8
1773664273.610,10812,cefclient[X-Plane],0.0,118,0.00,0.00,8
1773664273.610,13427,simon_lin64[X-Plane],0.0,3,0.00,0.00,2
1773664273.610,13462,qemu-system-x86,12.7,4130,0.00,0.00,10
1773664273.610,22041,python3[X-Plane],0.0,14,0.00,0.00,1
1773664274.630,8700,xearthlayer,1.0,8051,0.00,0.00,38
1773664274.630,10109,gamescope-wl[X-Plane],2.0,188,0.00,0.00,14
1773664274.630,10155,gamescopereaper[X-Plane],0.0,3,0.00,0.00,1
1773664274.630,10157,Main Thread[X-Plane],215.7,17434,0.00,0.00,104
1773664274.630,10162,handler[X-Plane],0.0,11,0.00,0.00,3
1773664274.630,10265,cefclient[X-Plane],0.0,104,0.00,0.00,1
1773664274.630,10266,cefclient[X-Plane],0.0,103,0.00,0.00,1
1773664274.630,10285,cefclient[X-Plane],0.0,176,0.00,0.00,8
1773664274.630,10812,cefclient[X-Plane],0.0,118,0.00,0.00,8
1773664274.630,13427,simon_lin64[X-Plane],0.0,3,0.00,0.00,2
1773664274.630,13462,qemu-system-x86,13.7,4130,0.00,0.00,10
1773664274.630,22041,python3[X-Plane],0.0,14,0.00,0.00,1
1773664275.651,8700,xearthlayer,0.0,8051,0.00,0.00,38
1773664275.651,10109,gamescope-wl[X-Plane],0.0,188,0.00,0.00,14
1773664275.651,10155,gamescopereaper[X-Plane],0.0,3,0.00,0.00,1
1773664275.651,10157,Main Thread[X-Plane],220.5,17434,0.00,0.01,104
1773664275.651,10162,handler[X-Plane],0.0,11,0.00,0.00,3
1773664275.651,10265,cefclient[X-Plane],0.0,104,0.00,0.00,1
1773664275.651,10266,cefclient[X-Plane],0.0,103,0.00,0.00,1
1773664275.651,10285,cefclient[X-Plane],0.0,176,0.00,0.00,8
1773664275.651,10812,cefclient[X-Plane],0.0,118,0.00,0.00,8
1773664275.651,13427,simon_lin64[X-Plane],0.0,3,0.00,0.00,2
1773664275.651,13462,qemu-system-x86,14.7,4130,0.00,0.00,10
1773664275.651,22041,python3[X-Plane],0.0,14,0.00,0.00,1
1773664276.672,8700,xearthlayer,1.0,8051,0.00,0.00,38
1773664276.672,10109,gamescope-wl[X-Plane],1.0,188,0.00,0.00,14
1773664276.672,10155,gamescopereaper[X-Plane],0.0,3,0.00,0.00,1
1773664276.672,10157,Main Thread[X-Plane],214.6,17434,0.00,0.01,104
1773664276.672,10162,handler[X-Plane],0.0,11,0.00,0.00,3
1773664276.672,10265,cefclient[X-Plane],0.0,104,0.00,0.00,1
1773664276.672,10266,cefclient[X-Plane],0.0,103,0.00,0.00,1
1773664276.672,10285,cefclient[X-Plane],0.0,176,0.00,0.00,8
1773664276.672,10812,cefclient[X-Plane],0.0,118,0.00,0.00,8
1773664276.672,13427,simon_lin64[X-Plane],0.0,3,0.00,0.00,2
1773664276.672,13462,qemu-system-x86,15.7,4130,0.00,0.00,10
1773664276.672,22041,python3[X-Plane],0.0,14,0.00,0.00,1
1773664277.691,8700,xearthlayer,1.0,8051,0.00,0.00,38
1773664277.691,10109,gamescope-wl[X-Plane],1.0,188,0.00,0.00,14
