timestamp,rel_offset_s,category,message
1774183316.274,4611.7,DSF,"+50+008.dsf (154ms)"
1774183316.572,4612.0,DSF,"+50+008.dsf (252ms)"
1774183317.055,4612.5,DSF,"+50+008.dsf (494ms)"
1774183317.095,4612.5,DSF,"+50+008.dsf (23ms)"
1774183317.095,4612.5,DSF,"+50+008.dsf (3ms)"
1774183318.213,4613.6,DSF,"+50+008.dsf (1160ms)"
1774183320.574,4616.0,DSF,"+50+006.dsf (4752ms)"
1774183321.072,4616.5,ERROR,"E/SCN: Failed to find resource 'model_0.png', referenced from file 'Custom Scenery/EDKV Dahlemer-Binz_CC_XP-12/Out of Ai"
1774183325.140,4620.6,AIRPORT,"Loading sim objects for airport XLF001N"
1774183327.173,4622.6,DSF,"+50+008.dsf (8918ms)"
1774183327.441,4622.9,DSF,"+50+008.dsf (258ms)"
1774183328.276,4623.7,DSF,"+50+008.dsf (855ms)"
1774183333.705,4629.1,DSF,"+50+008.dsf (5419ms)"
1774183334.988,4630.4,ERROR,"D/OBJ: CPU Geometry: 354 (100.00%) 354 (100.00%) 'Custom Scenery/Aviotek_Software_Frankfurt_International_Airport/Apt Bu"
1774183336.479,4631.9,ERROR,"W/TEX: Custom Scenery/Aviotek_Software_Frankfurt_International_Airport/Apt Buildings/Colored/CC_E/CC_E_Central_Lounge_NM"
1774183336.479,4631.9,ERROR,"W/TEX: Custom Scenery/Aviotek_Software_Frankfurt_International_Airport/Apt Buildings/Colored/CC_E/CC_E_Left_Building_Roo"
1774183336.538,4632.0,ERROR,"W/TEX: Custom Scenery/Aviotek_Software_Frankfurt_International_Airport/Apt Buildings/Colored/CC_E/CC_E_Left_Building_1_N"
1774183348.039,4643.5,ERROR,"W/TEX: Custom Scenery/Aviotek_Software_Frankfurt_International_Airport/Apt Buildings/Colored/CC_E/CC_E_Left_Building_1_N"
1774183348.972,4644.4,ERROR,"W/TEX: Custom Scenery/Aviotek_Software_Frankfurt_International_Airport/Apt Buildings/Colored/CC_E/CC_E_Left_Building_Roo"
1774183349.106,4644.5,ERROR,"W/TEX: Custom Scenery/Aviotek_Software_Frankfurt_International_Airport/Apt Buildings/Colored/CC_E/CC_E_Central_Lounge_NM"
1774183361.505,4656.9,DSF,"+48+004.dsf (48ms)"
1774183361.538,4657.0,DSF,"+48+004.dsf (29ms)"
1774183361.571,4657.0,DSF,"+48+004.dsf (14ms)"
1774183361.638,4657.1,DSF,"+48+004.dsf (57ms)"
1774183361.805,4657.2,DSF,"+48+004.dsf (166ms)"
1774183361.805,4657.2,DSF,"+48+004.dsf (9ms)"
1774183361.838,4657.3,DSF,"+48+004.dsf (28ms)"
1774183366.088,4661.5,DSF,"+48+004.dsf (4078ms)"
1774183380.905,4676.3,DSF,"+50+004.dsf (201ms)"
1774183381.038,4676.5,DSF,"+50+004.dsf (81ms)"
1774183381.221,4676.6,DSF,"+50+004.dsf (185ms)"
1774183381.313,4676.7,DSF,"+50+004.dsf (100ms)"
1774183381.334,4676.7,DSF,"+50+004.dsf (1ms)"
1774183382.521,4677.9,DSF,"+50+004.dsf (1191ms)"
1774183387.422,4682.8,DSF,"+50+004.dsf (4907ms)"
1774183387.755,4683.2,DSF,"+50+004.dsf (336ms)"
1774183390.288,4685.7,DSF,"+50+004.dsf (2540ms)"
1774183395.056,4690.5,DSF,"+50+004.dsf (4738ms)"
1774183395.922,4691.3,ERROR,"E/OBJ: ERROR: object Custom Scenery/EBCI_XP12/Objects/custom_inset_TDZL_W.obj has a bad light name: TDZL_sp"
1774183395.922,4691.3,ERROR,"E/OBJ: ERROR: object Custom Scenery/EBCI_XP12/Objects/custom_inset_APPCH_R.obj has a bad light name: inset_appch_r_sp"
1774183395.922,4691.3,ERROR,"E/OBJ: ERROR: object Custom Scenery/EBCI_XP12/Objects/custom_inset_APPCH_R.obj has a bad light name: inset_appch_r_sp"
1774183395.922,4691.3,ERROR,"E/OBJ: ERROR: object Custom Scenery/EBCI_XP12/Objects/custom_inset_APPCH_W.obj has a bad light name: inset_appch_w_sp"
1774183395.922,4691.3,ERROR,"E/OBJ: ERROR: object Custom Scenery/EBCI_XP12/Objects/custom_inset_APPCH_W.obj has a bad light name: inset_appch_w_sp"
1774183395.922,4691.3,DSF,"+49+004.dsf (20ms)"
1774183395.922,4691.3,DSF,"+49+004.dsf (19ms)"
1774183395.958,4691.4,ERROR,"E/OBJ: The object 'Custom Scenery/EBCI_XP12/Objects/3Dtext_charleroi.obj' has unbalanced begin/end animations or a begin"
