timestamp,rel_s,fps,frame_time_ms,cpu_time_ms,gpu_time_ms,lat,lon,elev_m,agl_m,gs_kts,ias_kts,sim_time_s,paused
1774178772.211,15.54,28.2,35.52,17.26,18.26,47.453259,8.559381,429.8,-0.1,0.0,-3.5,11.4,0
1774178772.446,15.77,29.2,34.22,15.86,18.36,47.453259,8.559381,429.8,-0.1,0.0,-4.7,11.6,0
1774178772.676,16.00,30.3,33.01,14.66,18.36,47.453259,8.559381,429.8,-0.1,0.0,-5.7,11.8,0
1774178772.917,16.25,22.3,44.85,26.49,18.36,47.453259,8.559381,429.8,-0.1,0.0,-6.5,12.1,0
1774178773.143,16.47,31.1,32.12,13.76,18.36,47.453259,8.559381,429.8,-0.1,0.0,-7.1,12.3,0
1774178773.348,16.68,26.1,38.24,19.88,18.36,47.453259,8.559381,429.8,-0.1,0.0,-7.6,12.5,0
1774178773.576,16.90,29.7,33.63,14.63,19.00,47.453259,8.559381,429.8,-0.1,0.0,-8.0,12.8,0
1774178773.776,17.11,29.8,33.53,14.53,19.00,47.453259,8.559381,429.8,-0.1,0.0,-8.4,13.0,0
1774178774.011,17.34,29.5,33.93,14.93,19.00,47.453259,8.559381,429.8,-0.1,0.0,-8.8,13.2,0
1774178774.210,17.54,29.3,34.14,15.14,19.00,47.453259,8.559381,429.8,-0.1,0.0,-9.0,13.4,0
1774178774.443,17.77,30.0,33.37,14.36,19.00,47.453259,8.559381,429.8,-0.1,0.0,-9.2,13.6,0
1774178774.675,18.00,29.9,33.42,14.20,19.22,47.453259,8.559381,429.8,-0.1,0.0,-9.4,13.9,0
1774178774.909,18.24,29.9,33.43,14.21,19.22,47.453259,8.559381,429.8,-0.1,0.0,-9.6,14.1,0
1774178775.142,18.47,30.1,33.19,13.97,19.22,47.453259,8.559381,429.8,-0.1,0.0,-9.7,14.3,0
1774178775.344,18.67,29.4,34.02,14.80,19.22,47.453259,8.559381,429.8,-0.1,0.0,-9.8,14.5,0
1774178775.576,18.90,29.9,33.48,14.84,18.65,47.453259,8.559381,429.8,-0.1,0.0,-9.8,14.8,0
1774178775.808,19.14,29.9,33.42,14.78,18.65,47.453259,8.559381,429.8,-0.1,0.0,-9.8,15.0,0
1774178776.043,19.37,29.9,33.45,14.80,18.65,47.453259,8.559381,429.8,-0.1,0.0,-9.6,15.2,0
1774178776.275,19.60,29.9,33.42,14.77,18.65,47.453259,8.559381,429.8,-0.1,0.0,-9.3,15.5,0
1774178776.475,19.80,30.1,33.20,14.55,18.65,47.453259,8.559381,429.8,-0.1,0.0,-8.8,15.7,0
1774178776.677,20.01,30.4,32.88,14.80,18.08,47.453259,8.559381,429.8,-0.1,0.0,-8.3,15.9,0
1774178776.909,20.24,29.7,33.69,15.61,18.08,47.453259,8.559381,429.8,-0.1,0.0,-7.7,16.1,0
1774178777.142,20.47,29.6,33.84,15.76,18.08,47.453259,8.559381,429.8,-0.1,0.0,-7.1,16.3,0
1774178777.343,20.67,29.2,34.24,16.16,18.08,47.453259,8.559381,429.8,-0.1,0.0,-6.5,16.5,0
1774178777.577,20.91,29.6,33.83,15.93,17.90,47.453259,8.559381,429.8,-0.1,0.0,-5.6,16.8,0
1774178777.809,21.14,30.4,32.87,14.97,17.90,47.453259,8.559381,429.8,-0.1,0.0,-4.4,17.0,0
1774178778.010,21.34,30.1,33.26,15.36,17.90,47.453259,8.559381,429.8,-0.1,0.0,-3.0,17.2,0
1774178778.210,21.54,29.0,34.46,16.56,17.90,47.453259,8.559381,429.8,-0.1,0.0,-1.2,17.4,0
1774178778.443,21.77,29.8,33.58,15.68,17.90,47.453259,8.559381,429.8,-0.1,0.0,0.9,17.6,0
1774178778.675,22.00,30.4,32.94,14.79,18.15,47.453259,8.559381,429.8,-0.1,0.0,2.8,17.9,0
1774178778.875,22.20,29.9,33.40,15.24,18.15,47.453259,8.559381,429.8,-0.1,0.0,4.0,18.1,0
1774178779.110,22.44,29.0,34.43,16.28,18.15,47.453259,8.559381,429.8,-0.1,0.0,4.9,18.3,0
1774178779.326,22.65,36.4,27.50,9.35,18.15,47.453259,8.559381,429.8,-0.1,0.0,5.5,18.5,0
1774178779.539,22.87,38.2,26.17,9.69,16.48,47.453259,8.559381,429.8,-0.1,0.0,5.9,18.7,0
1774178779.739,23.07,51.4,19.47,2.99,16.48,47.453259,8.559381,429.8,-0.1,0.0,6.2,18.9,0
1774178779.959,23.29,30.1,33.20,16.72,16.48,47.453259,8.559381,429.8,-0.1,0.0,6.5,19.2,0
1774178780.192,23.52,29.5,33.88,17.40,16.48,47.453259,8.559381,429.8,-0.1,0.0,6.8,19.4,0
1774178780.409,23.74,35.4,28.26,11.77,16.48,47.453259,8.559381,429.8,-0.1,0.0,7.2,19.6,0
1774178780.641,23.97,30.3,32.98,12.64,20.35,47.453259,8.559381,429.8,-0.1,0.0,7.5,19.8,0
1774178780.842,24.17,30.0,33.36,13.02,20.35,47.453259,8.559381,429.8,-0.1,0.0,7.8,20.0,0
1774178781.043,24.37,30.6,32.63,12.28,20.35,47.453259,8.559381,429.8,-0.1,0.0,8.1,20.2,0
1774178781.242,24.57,29.9,33.43,13.09,20.35,47.453259,8.559381,429.8,-0.1,0.0,8.3,20.4,0
1774178781.442,24.77,30.7,32.60,12.26,20.35,47.453259,8.559381,429.8,-0.1,0.0,8.4,20.6,0
1774178781.677,25.01,29.5,33.87,15.22,18.65,47.453259,8.559381,429.8,-0.1,0.0,8.6,20.9,0
1774178781.876,25.21,29.4,34.06,15.41,18.65,47.453259,8.559381,429.8,-0.1,0.0,8.6,21.1,0
1774178782.110,25.44,30.1,33.24,14.59,18.65,47.453259,8.559381,429.8,-0.1,0.0,8.6,21.3,0
1774178782.365,25.69,19.9,50.25,31.60,18.65,47.453259,8.559381,429.8,-0.1,0.0,8.6,21.6,0
1774178782.579,25.91,29.1,34.42,15.77,18.65,47.453259,8.559381,429.8,-0.1,0.0,8.3,21.8,0
1774178782.811,26.14,29.6,33.77,14.87,18.91,47.453259,8.559381,429.8,-0.1,0.0,7.3,22.0,0
1774178783.044,26.37,29.7,33.72,14.81,18.91,47.453259,8.559381,429.8,-0.1,0.0,5.6,22.3,0
