timestamp,cpu_some10,cpu_some60,mem_some10,mem_some60,mem_full10,mem_full60,io_some10,io_some60,io_full10,io_full60
1774184757.330,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184758.350,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184759.375,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184760.394,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184761.414,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184762.433,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184763.455,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184764.481,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184765.501,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184766.523,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184767.545,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184768.563,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184769.590,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184770.611,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184771.632,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184772.652,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184773.672,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184774.698,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184775.719,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184776.739,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184777.764,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184778.785,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184779.810,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184780.831,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184781.852,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184782.871,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184783.892,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184784.918,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184785.938,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184786.959,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184787.980,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184788.999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184790.026,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184791.047,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184792.067,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184793.088,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184794.107,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184795.134,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184796.155,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184797.175,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184798.195,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184799.213,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184800.238,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184801.257,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184802.278,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184803.298,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184804.322,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184805.349,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184806.369,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184807.390,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184808.410,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184809.429,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184810.458,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184811.477,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184812.497,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184813.519,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184814.539,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184815.566,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184816.587,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184817.608,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184818.629,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184819.651,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184820.676,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184821.696,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184822.718,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184823.738,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184824.758,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184825.786,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184826.806,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184827.826,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184828.846,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184829.864,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184830.890,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184831.909,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184832.929,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184833.949,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184834.969,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184835.998,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184837.019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184838.037,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184839.057,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184840.078,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184841.101,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184842.122,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184843.143,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184844.163,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184845.185,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184846.210,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184847.229,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184848.250,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184849.268,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184850.289,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184851.317,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184852.337,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184853.358,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184854.377,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184855.396,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184856.424,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184857.444,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184858.463,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184859.485,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184860.504,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184861.531,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184862.553,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184863.572,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184864.592,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184865.611,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184866.638,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184867.658,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184868.678,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184869.699,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184870.720,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184871.744,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184872.763,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184873.784,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184874.803,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184875.824,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184876.849,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184877.869,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184878.890,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184879.910,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184880.929,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184881.957,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184882.976,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184883.996,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184885.019,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184886.039,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184887.064,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184888.085,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184889.103,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184890.123,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184891.142,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184892.167,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184893.188,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184894.209,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184895.229,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184896.248,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184897.278,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184898.300,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184899.319,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184900.340,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184901.363,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184902.390,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774184903.411,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
